Model,TP,FN,FP,TN
M13-A11-B2-C11,521,479,313,687
M5-A7-B4-C7,468,532,163,837
M12-A7-B7-C2,863,137,497,503
M13-A7-B7-C4,480,520,107,893
M8-A6-B5-C10,981,19,661,339
M11-A5-B5-C9,970,30,889,111
M6-A10-B4-C11,999,1,998,2
M4-A6-B4-C9,615,385,26,974
M11-A11-B10-C11,695,305,476,524
M12-A10-B7-C6,927,73,402,598
M11-A1-B4-C11,241,759,202,798
M10-A2-B6-C1,892,108,785,215
M3-A4-B1-C1,860,140,428,572
M6-A4-B5-C9,754,246,704,296
M1-A9-B3-C1,732,268,19,981
M5-A7-B3-C1,567,433,276,724
M10-A1-B9-C6,814,186,594,406
M5-A11-B10-C9,660,340,591,409
M11-A3-B3-C8,667,333,644,356
M10-A10-B8-C2,994,6,993,7
M2-A3-B9-C8,755,245,480,520
M8-A2-B5-C4,641,359,186,814
M7-A1-B1-C11,606,394,3,997
M6-A6-B6-C3,975,25,49,951
M2-A4-B8-C6,858,142,836,164
M9-A8-B3-C5,800,200,751,249
M11-A9-B1-C8,935,65,272,728
M10-A7-B11-C10,941,59,260,740
M6-A9-B2-C9,580,420,56,944
M2-A5-B9-C3,651,349,621,379
M12-A11-B10-C3,702,298,261,739
M5-A4-B4-C11,365,635,132,868
M7-A1-B1-C9,881,119,352,648
M3-A9-B7-C10,881,119,145,855
M7-A10-B2-C9,978,22,972,28
M10-A3-B1-C1,800,200,208,792
M5-A8-B2-C3,325,675,194,806
M2-A7-B9-C11,718,282,618,382
M6-A1-B7-C6,947,53,843,157
M5-A3-B8-C9,630,370,562,438
M5-A8-B10-C7,648,352,610,390
M5-A10-B10-C12,713,287,638,362
M9-A5-B4-C3,870,130,298,702
M2-A9-B1-C4,572,428,199,801
M1-A6-B8-C12,791,209,261,739
M11-A11-B2-C5,977,23,917,83
M9-A7-B8-C7,246,754,38,962
M7-A11-B9-C8,989,11,927,73
M7-A9-B6-C5,539,461,96,904
M12-A10-B10-C9,974,26,808,192
M4-A5-B6-C6,644,356,586,414
M13-A3-B5-C6,552,448,317,683
M11-A5-B2-C12,971,29,971,29
M1-A7-B5-C6,746,254,337,663
M8-A6-B1-C6,520,480,490,510
M5-A4-B9-C12,923,77,778,222
M10-A10-B4-C3,925,75,917,83
M6-A10-B4-C3,678,322,505,495
M11-A7-B10-C5,993,7,992,8
M7-A3-B9-C7,865,135,677,323
M4-A7-B1-C7,280,720,185,815
M13-A1-B7-C5,937,63,551,449
M1-A10-B10-C3,723,277,549,451
M11-A7-B8-C2,755,245,572,428
M3-A1-B11-C6,960,40,792,208
M4-A11-B5-C4,849,151,134,866
M7-A11-B7-C10,896,104,503,497
M2-A3-B10-C3,972,28,524,476
M8-A2-B8-C3,848,152,576,424
M7-A2-B7-C6,637,363,382,618
M13-A7-B4-C1,951,49,660,340
M11-A2-B8-C1,425,575,366,634
M3-A11-B7-C7,998,2,998,2
M1-A3-B8-C4,136,864,84,916
M11-A5-B7-C3,508,492,460,540
M8-A10-B4-C12,957,43,804,196
M12-A10-B5-C10,873,127,76,924
M10-A9-B1-C10,903,97,184,816
M4-A2-B6-C4,403,597,8,992
M11-A6-B1-C2,682,318,444,556
M7-A2-B4-C9,531,469,229,771
M6-A9-B6-C2,779,221,569,431
M8-A1-B5-C10,746,254,733,267
M4-A4-B4-C2,609,391,595,405
M12-A5-B5-C9,871,129,834,166
M9-A7-B1-C9,213,787,133,867
M7-A10-B9-C11,434,566,282,718
M7-A6-B2-C6,944,56,46,954
M6-A9-B6-C3,960,40,761,239
M5-A9-B4-C3,866,134,118,882
M12-A10-B11-C9,948,52,821,179
M4-A6-B6-C5,446,554,38,962
M5-A10-B6-C12,106,894,30,970
M10-A6-B10-C11,913,87,533,467
M12-A2-B2-C6,728,272,274,726
M6-A5-B6-C8,325,675,296,704
M7-A1-B10-C2,604,396,243,757
M12-A10-B6-C5,750,250,505,495
M13-A9-B6-C4,990,10,930,70
M8-A7-B8-C10,938,62,591,409
M13-A10-B6-C4,931,69,662,338
M2-A9-B10-C10,947,53,795,205
M13-A4-B7-C12,635,365,248,752
M10-A6-B1-C5,707,293,647,353
M7-A1-B10-C3,992,8,196,804
M4-A8-B4-C3,963,37,923,77
M7-A8-B8-C7,967,33,963,37
M2-A9-B8-C4,952,48,453,547
M1-A1-B10-C6,976,24,569,431
M8-A8-B3-C3,833,167,261,739
M12-A2-B9-C7,850,150,350,650
M3-A3-B2-C10,767,233,427,573
M13-A10-B11-C9,444,556,293,707
M10-A5-B3-C11,749,251,231,769
M5-A8-B9-C1,962,38,858,142
M13-A1-B9-C5,914,86,360,640
M10-A1-B6-C1,780,220,771,229
M3-A10-B8-C7,582,418,312,688
M4-A8-B11-C7,999,1,927,73
M2-A7-B2-C2,439,561,355,645
M13-A5-B4-C1,934,66,808,192
M9-A8-B9-C10,610,390,482,518
M10-A5-B3-C10,311,689,227,773
M5-A7-B4-C4,979,21,931,69
M9-A6-B7-C2,839,161,321,679
M8-A10-B2-C9,676,324,613,387
M11-A11-B2-C3,566,434,21,979
M2-A4-B4-C11,971,29,936,64
M4-A7-B7-C9,998,2,886,114
M4-A5-B6-C3,928,72,164,836
M11-A4-B1-C8,465,535,36,964
M8-A11-B6-C5,997,3,991,9
M9-A10-B11-C9,371,629,90,910
M5-A8-B11-C9,940,60,659,341
M13-A5-B8-C8,891,109,360,640
M6-A1-B7-C10,944,56,599,401
M4-A11-B9-C3,983,17,745,255
M6-A3-B7-C2,917,83,733,267
M1-A2-B8-C5,933,67,884,116
M2-A5-B2-C2,879,121,446,554
M3-A1-B6-C4,981,19,240,760
M1-A10-B6-C4,774,226,229,771
M12-A8-B2-C12,287,713,246,754
M2-A4-B2-C1,974,26,962,38
M1-A9-B6-C5,805,195,529,471
M6-A4-B4-C6,879,121,230,770
M3-A9-B4-C2,928,72,426,574
M5-A7-B3-C6,361,639,343,657
M10-A4-B11-C2,930,70,904,96
M8-A5-B4-C5,918,82,912,88
M12-A6-B10-C12,729,271,485,515
M11-A11-B5-C7,406,594,334,666
M7-A1-B3-C1,984,16,955,45
M3-A1-B9-C8,959,41,326,674
M8-A5-B2-C5,800,200,522,478
M7-A10-B9-C1,168,832,27,973
M7-A4-B5-C5,928,72,548,452
M3-A3-B7-C8,929,71,795,205
M11-A2-B2-C4,843,157,790,210
M6-A7-B4-C9,971,29,286,714
M11-A5-B11-C8,783,217,563,437
M10-A7-B4-C4,964,36,71,929
M3-A9-B7-C6,525,475,299,701
M10-A8-B10-C10,268,732,191,809
M10-A10-B4-C4,745,255,716,284
M1-A7-B7-C3,651,349,571,429
M1-A8-B1-C12,731,269,572,428
M5-A8-B10-C1,340,660,305,695
M13-A10-B4-C10,619,381,388,612
M7-A8-B9-C6,999,1,963,37
M12-A7-B10-C4,466,534,110,890
M1-A2-B9-C1,854,146,279,721
M2-A4-B5-C2,721,279,264,736
M12-A7-B5-C4,894,106,887,113
M12-A10-B8-C6,961,39,938,62
M1-A6-B5-C3,975,25,814,186
M6-A5-B6-C3,967,33,925,75
M3-A6-B4-C3,282,718,88,912
M7-A5-B8-C9,562,438,194,806
M1-A7-B4-C3,825,175,806,194
M1-A8-B2-C6,974,26,163,837
M2-A8-B4-C7,130,870,93,907
M8-A9-B9-C4,882,118,875,125
M3-A6-B4-C11,787,213,144,856
M3-A5-B8-C12,828,172,566,434
M9-A11-B6-C8,622,378,615,385
M2-A9-B6-C3,902,98,155,845
M8-A10-B9-C3,929,71,882,118
M2-A4-B3-C9,749,251,407,593
M1-A9-B11-C9,952,48,922,78
M13-A4-B10-C5,580,420,383,617
M6-A6-B7-C10,987,13,984,16
M12-A8-B6-C7,924,76,905,95
M8-A10-B2-C4,509,491,198,802
M11-A3-B10-C6,580,420,232,768
M6-A11-B2-C8,132,868,15,985
M4-A10-B10-C4,818,182,377,623
M6-A9-B2-C2,688,312,585,415
M6-A8-B3-C7,365,635,155,845
M13-A1-B4-C1,962,38,897,103
M8-A9-B5-C12,722,278,638,362
M4-A4-B4-C6,966,34,84,916
M11-A8-B2-C10,499,501,471,529
M3-A11-B7-C10,976,24,960,40
M5-A7-B4-C9,926,74,897,103
M13-A8-B2-C7,658,342,386,614
M5-A3-B7-C2,934,66,895,105
M1-A11-B3-C10,984,16,975,25
M3-A2-B10-C5,439,561,3,997
M4-A2-B10-C10,649,351,635,365
M5-A1-B8-C3,753,247,713,287
M7-A4-B7-C4,747,253,668,332
M4-A6-B3-C10,392,608,375,625
M8-A10-B6-C4,956,44,493,507
M1-A2-B10-C4,946,54,915,85
M4-A9-B1-C8,879,121,775,225
M9-A1-B3-C5,644,356,203,797
M8-A7-B11-C10,850,150,781,219
M9-A8-B9-C7,510,490,12,988
M4-A10-B3-C10,898,102,858,142
M1-A5-B2-C1,682,318,372,628
M8-A9-B6-C7,785,215,78,922
M7-A2-B7-C2,984,16,883,117
M5-A7-B7-C10,890,110,353,647
M2-A2-B7-C11,267,733,72,928
M11-A3-B7-C3,990,10,611,389
M7-A1-B2-C8,770,230,296,704
M8-A2-B11-C11,659,341,232,768
M7-A7-B3-C7,377,623,95,905
M10-A4-B1-C3,880,120,760,240
M2-A7-B7-C2,857,143,284,716
M4-A10-B7-C9,896,104,870,130
M10-A11-B7-C9,711,289,101,899
M7-A1-B9-C8,814,186,660,340
M6-A4-B4-C1,995,5,993,7
M8-A11-B2-C6,757,243,736,264
M2-A10-B5-C6,490,510,380,620
M1-A4-B10-C5,971,29,578,422
M4-A3-B4-C6,364,636,324,676
M10-A1-B9-C8,568,432,9,991
M6-A7-B4-C10,674,326,266,734
M2-A2-B1-C8,905,95,607,393
M11-A10-B5-C4,875,125,587,413
M10-A7-B3-C6,214,786,119,881
M10-A2-B8-C12,377,623,219,781
M9-A3-B6-C11,276,724,84,916
M8-A5-B10-C11,714,286,692,308
M5-A1-B2-C3,804,196,461,539
M11-A10-B7-C2,994,6,985,15
M11-A8-B3-C10,998,2,965,35
M4-A7-B7-C1,979,21,179,821
M10-A2-B5-C1,361,639,175,825
M8-A1-B11-C8,111,889,43,957
M2-A7-B3-C4,893,107,818,182
M5-A5-B5-C12,416,584,59,941
M9-A1-B8-C7,681,319,488,512
M8-A5-B1-C1,978,22,909,91
M12-A4-B6-C3,713,287,607,393
M7-A10-B6-C4,892,108,747,253
M12-A6-B2-C2,920,80,446,554
M9-A1-B4-C3,924,76,863,137
M6-A1-B1-C7,956,44,938,62
M2-A8-B7-C10,826,174,718,282
M7-A4-B3-C9,604,396,400,600
M5-A2-B2-C10,517,483,239,761
M1-A3-B1-C10,923,77,416,584
M1-A4-B6-C10,782,218,10,990
M2-A10-B11-C7,995,5,665,335
M8-A11-B10-C8,611,389,415,585
M6-A5-B5-C3,840,160,411,589
M10-A3-B4-C3,915,85,330,670
M10-A3-B8-C12,832,168,729,271
M1-A6-B5-C4,941,59,928,72
M3-A4-B1-C10,992,8,937,63
M1-A6-B11-C10,537,463,251,749
M2-A6-B10-C11,581,419,497,503
M12-A3-B7-C1,857,143,147,853
M6-A8-B6-C3,518,482,403,597
M9-A7-B6-C10,839,161,811,189
M1-A2-B9-C6,158,842,105,895
M1-A2-B2-C9,888,112,837,163
M10-A6-B5-C1,680,320,592,408
M13-A11-B9-C5,704,296,459,541
M5-A3-B4-C6,849,151,770,230
M1-A4-B2-C8,871,129,635,365
M9-A11-B10-C10,924,76,822,178
M12-A4-B5-C8,502,498,338,662
M3-A3-B4-C2,828,172,537,463
M6-A10-B11-C11,916,84,563,437
M7-A8-B1-C2,783,217,483,517
M1-A4-B4-C6,658,342,550,450
M13-A5-B7-C12,997,3,522,478
M9-A9-B11-C3,859,141,388,612
M10-A4-B10-C6,951,49,169,831
M9-A9-B4-C1,684,316,393,607
M5-A11-B5-C1,904,96,874,126
M6-A3-B9-C3,410,590,207,793
M7-A8-B9-C12,969,31,773,227
M4-A7-B3-C11,973,27,432,568
M6-A10-B2-C1,939,61,641,359
M5-A10-B4-C9,968,32,722,278
M13-A4-B5-C12,541,459,496,504
M13-A8-B1-C7,982,18,660,340
M8-A6-B2-C3,873,127,729,271
M13-A9-B8-C1,545,455,348,652
M1-A4-B7-C4,822,178,532,468
M9-A7-B2-C6,257,743,182,818
M10-A7-B9-C4,961,39,359,641
M4-A7-B9-C9,995,5,253,747
M9-A4-B6-C8,600,400,192,808
M7-A1-B1-C2,714,286,449,551
M1-A6-B10-C12,772,228,322,678
M11-A3-B4-C8,856,144,336,664
M8-A7-B8-C1,946,54,872,128
M12-A7-B1-C2,772,228,768,232
M2-A5-B6-C6,879,121,810,190
M7-A6-B3-C4,841,159,823,177
M4-A5-B2-C9,983,17,977,23
M5-A8-B10-C3,963,37,25,975
M1-A9-B4-C10,727,273,636,364
M1-A10-B6-C11,654,346,519,481
M5-A1-B10-C3,107,893,28,972
M12-A9-B8-C6,613,387,288,712
M2-A1-B10-C10,849,151,380,620
M7-A4-B7-C2,597,403,510,490
M4-A5-B7-C10,851,149,341,659
M8-A4-B11-C2,725,275,483,517
M13-A3-B1-C10,942,58,930,70
M6-A10-B9-C7,842,158,741,259
M9-A3-B9-C8,841,159,769,231
M2-A2-B9-C8,852,148,212,788
M11-A1-B2-C9,971,29,907,93
M6-A4-B1-C2,655,345,305,695
M2-A1-B11-C12,997,3,991,9
M13-A1-B8-C2,874,126,803,197
M1-A7-B3-C3,702,298,32,968
M12-A11-B11-C10,928,72,907,93
M5-A7-B7-C11,789,211,243,757
M4-A7-B9-C12,948,52,370,630
M4-A3-B2-C1,979,21,819,181
M4-A8-B9-C3,754,246,694,306
M9-A10-B7-C1,378,622,228,772
M5-A6-B8-C5,883,117,118,882
M8-A10-B7-C7,743,257,510,490
M12-A4-B10-C6,513,487,386,614
M13-A4-B6-C7,855,145,252,748
M4-A1-B6-C12,686,314,466,534
M1-A10-B7-C8,675,325,660,340
M12-A1-B9-C4,651,349,567,433
M7-A3-B5-C4,930,70,788,212
M7-A10-B5-C7,864,136,373,627
M2-A9-B9-C11,903,97,471,529
M10-A9-B2-C4,962,38,435,565
M7-A7-B2-C12,554,446,313,687
M12-A10-B4-C8,709,291,470,530
M4-A4-B3-C1,718,282,229,771
M13-A8-B4-C10,836,164,475,525
M9-A9-B2-C6,273,727,90,910
M9-A5-B11-C6,557,443,62,938
M3-A1-B9-C6,949,51,871,129
M4-A10-B1-C8,510,490,417,583
M13-A1-B3-C5,491,509,280,720
M3-A2-B1-C4,996,4,958,42
M9-A7-B1-C10,688,312,144,856
M11-A11-B6-C10,953,47,181,819
M13-A5-B10-C5,748,252,513,487
M12-A3-B8-C11,453,547,230,770
M8-A10-B6-C11,709,291,42,958
M4-A8-B5-C11,998,2,443,557
M10-A7-B6-C3,660,340,470,530
M5-A7-B10-C1,730,270,448,552
M3-A9-B7-C4,985,15,961,39
M8-A10-B8-C3,316,684,35,965
M2-A5-B11-C5,825,175,656,344
M3-A6-B1-C3,868,132,370,630
M1-A10-B10-C12,967,33,876,124
M1-A4-B5-C4,815,185,804,196
M13-A3-B7-C8,568,432,301,699
M1-A9-B10-C12,839,161,280,720
M13-A11-B3-C7,988,12,982,18
M11-A9-B10-C12,915,85,366,634
M11-A7-B6-C12,400,600,238,762
M11-A6-B10-C6,984,16,975,25
M12-A11-B4-C9,981,19,973,27
M12-A2-B4-C9,885,115,705,295
M5-A2-B5-C10,963,37,413,587
M11-A2-B10-C6,64,936,48,952
M2-A9-B2-C3,930,70,739,261
M3-A3-B10-C12,971,29,275,725
M9-A10-B11-C12,899,101,332,668
M10-A5-B5-C6,519,481,399,601
M13-A11-B2-C3,727,273,501,499
M5-A4-B6-C4,942,58,930,70
M7-A6-B1-C2,957,43,777,223
M8-A3-B6-C8,431,569,350,650
M8-A3-B1-C12,976,24,626,374
M13-A1-B4-C8,264,736,4,996
M8-A9-B9-C1,874,126,76,924
M12-A9-B9-C4,949,51,655,345
M12-A9-B9-C11,989,11,958,42
M10-A3-B6-C8,902,98,682,318
M1-A10-B8-C2,984,16,932,68
M3-A10-B7-C7,933,67,766,234
M5-A4-B4-C5,449,551,229,771
M5-A8-B7-C10,686,314,215,785
M13-A10-B2-C9,738,262,584,416
M4-A4-B9-C11,657,343,632,368
M5-A1-B4-C1,543,457,379,621
M5-A8-B1-C7,700,300,51,949
M12-A9-B2-C10,595,405,9,991
M11-A1-B4-C8,150,850,42,958
M7-A6-B2-C3,886,114,851,149
M2-A8-B3-C7,945,55,455,545
M5-A10-B4-C2,814,186,570,430
M4-A7-B1-C9,480,520,208,792
M7-A10-B11-C4,843,157,707,293
M8-A8-B5-C9,850,150,162,838
M11-A3-B8-C6,936,64,42,958
M8-A5-B8-C9,549,451,360,640
M7-A9-B1-C10,899,101,158,842
M13-A2-B4-C8,948,52,830,170
M8-A3-B3-C5,831,169,546,454
M2-A11-B8-C7,450,550,358,642
M4-A6-B5-C8,321,679,264,736
M10-A4-B11-C11,510,490,336,664
M1-A6-B9-C7,866,134,89,911
M3-A5-B7-C3,494,506,12,988
M10-A2-B10-C12,982,18,505,495
M4-A6-B8-C11,760,240,742,258
M10-A8-B2-C3,484,516,242,758
M11-A9-B9-C5,954,46,535,465
M9-A11-B1-C11,765,235,738,262
M12-A7-B9-C9,710,290,553,447
M3-A11-B5-C12,444,556,208,792
M7-A3-B11-C11,736,264,547,453
M2-A4-B8-C4,804,196,404,596
M10-A10-B3-C8,361,639,150,850
M1-A9-B9-C9,866,134,341,659
M10-A8-B7-C1,844,156,223,777
M7-A9-B5-C3,872,128,690,310
M7-A9-B7-C2,530,470,154,846
M3-A7-B10-C2,855,145,618,382
M7-A1-B7-C8,363,637,136,864
M7-A4-B11-C12,971,29,857,143
M13-A7-B11-C4,375,625,75,925
M13-A1-B11-C9,877,123,501,499
M12-A10-B2-C10,362,638,21,979
M5-A5-B8-C9,621,379,361,639
M2-A11-B3-C5,538,462,436,564
M10-A2-B3-C5,796,204,418,582
M2-A5-B5-C2,996,4,656,344
M12-A9-B11-C1,445,555,387,613
M12-A2-B3-C10,710,290,431,569
M7-A9-B3-C10,886,114,314,686
M10-A8-B1-C8,470,530,40,960
M5-A4-B4-C8,848,152,451,549
M1-A7-B9-C2,925,75,901,99
M9-A6-B1-C8,915,85,858,142
M8-A9-B10-C1,620,380,444,556
M5-A1-B2-C1,798,202,751,249
M12-A11-B7-C9,813,187,386,614
M13-A6-B7-C11,801,199,578,422
M1-A7-B8-C12,925,75,737,263
M5-A1-B11-C6,770,230,170,830
M4-A8-B9-C8,842,158,721,279
M11-A6-B9-C7,792,208,715,285
M5-A3-B2-C8,947,53,800,200
M6-A8-B5-C9,605,395,464,536
M8-A1-B10-C10,459,541,203,797
M11-A7-B2-C11,661,339,360,640
M3-A4-B4-C6,803,197,268,732
M2-A10-B10-C10,282,718,190,810
M3-A10-B3-C1,838,162,79,921
M4-A8-B1-C12,719,281,301,699
M3-A7-B7-C7,976,24,849,151
M12-A2-B8-C2,828,172,48,952
M12-A9-B4-C8,993,7,943,57
M3-A2-B7-C3,977,23,459,541
M2-A2-B9-C1,992,8,630,370
M10-A10-B11-C11,350,650,300,700
M7-A1-B7-C7,809,191,737,263
M6-A11-B10-C5,910,90,711,289
M13-A5-B11-C1,990,10,975,25
M13-A1-B7-C8,934,66,921,79
M2-A11-B8-C12,695,305,412,588
M10-A9-B10-C7,845,155,346,654
M11-A10-B5-C8,896,104,776,224
M8-A4-B1-C8,844,156,502,498
M11-A3-B4-C11,814,186,714,286
M13-A1-B10-C7,976,24,738,262
M10-A1-B1-C7,835,165,778,222
M3-A4-B9-C4,957,43,137,863
M10-A11-B3-C4,794,206,749,251
M13-A1-B9-C6,817,183,798,202
M4-A9-B4-C10,352,648,259,741
M8-A7-B9-C12,949,51,264,736
M6-A4-B3-C3,999,1,988,12
M12-A6-B3-C8,718,282,358,642
M12-A10-B11-C11,262,738,73,927
M13-A8-B7-C7,440,560,187,813
M11-A9-B4-C10,976,24,323,677
M9-A5-B1-C10,844,156,666,334
M11-A9-B10-C5,812,188,393,607
M4-A2-B9-C10,714,286,512,488
M5-A2-B5-C12,967,33,505,495
M5-A9-B7-C10,602,398,85,915
M10-A4-B1-C8,932,68,391,609
M1-A1-B7-C1,824,176,691,309
M4-A2-B10-C6,237,763,236,764
M12-A6-B8-C3,922,78,917,83
M1-A10-B2-C9,418,582,364,636
M12-A10-B1-C8,648,352,55,945
M13-A10-B10-C5,985,15,575,425
M8-A10-B1-C3,107,893,12,988
M9-A3-B5-C2,877,123,694,306
M7-A4-B6-C10,347,653,64,936
M12-A2-B4-C12,592,408,582,418
M9-A6-B11-C4,928,72,614,386
M10-A11-B7-C1,359,641,349,651
M10-A10-B1-C3,868,132,484,516
M6-A5-B8-C8,967,33,932,68
M12-A8-B6-C1,852,148,443,557
M8-A8-B9-C1,936,64,926,74
M13-A6-B2-C1,777,223,769,231
M5-A8-B11-C7,950,50,220,780
M2-A2-B7-C10,685,315,320,680
M6-A8-B7-C6,304,696,65,935
M5-A3-B5-C8,879,121,608,392
M1-A5-B1-C10,639,361,409,591
M1-A3-B3-C2,928,72,277,723
M2-A11-B10-C9,834,166,84,916
M11-A8-B9-C12,837,163,588,412
M7-A4-B3-C10,849,151,575,425
M8-A9-B9-C5,574,426,7,993
M3-A1-B3-C7,379,621,116,884
M5-A4-B9-C10,813,187,305,695
M2-A9-B2-C12,971,29,970,30
M6-A3-B10-C2,554,446,2,998
M9-A7-B4-C2,892,108,212,788
M13-A8-B8-C2,459,541,212,788
M1-A1-B8-C2,999,1,999,1
M4-A1-B9-C6,972,28,873,127
M9-A2-B7-C11,982,18,548,452
M4-A2-B7-C12,780,220,537,463
M1-A2-B10-C10,404,596,312,688
M10-A10-B1-C10,884,116,237,763
M13-A7-B11-C9,947,53,939,61
M13-A4-B11-C8,411,589,269,731
M5-A1-B2-C11,579,421,475,525
M8-A4-B10-C1,897,103,469,531
M12-A9-B1-C7,976,24,502,498
M1-A6-B5-C2,645,355,338,662
M13-A9-B3-C1,980,20,935,65
M6-A1-B1-C10,905,95,904,96
M8-A6-B6-C6,696,304,100,900
M7-A3-B5-C9,809,191,311,689
M9-A8-B4-C4,353,647,344,656
M5-A3-B11-C2,815,185,580,420
M1-A2-B9-C10,974,26,951,49
M3-A7-B3-C12,775,225,628,372
M13-A8-B2-C8,764,236,672,328
M2-A3-B5-C6,711,289,164,836
M8-A7-B5-C12,985,15,867,133
M12-A1-B9-C6,722,278,691,309
M5-A9-B8-C3,582,418,259,741
M13-A7-B7-C2,497,503,427,573
M9-A9-B10-C7,927,73,605,395
M5-A11-B8-C5,859,141,728,272
M3-A4-B1-C11,945,55,598,402
M9-A8-B2-C5,441,559,422,578
M6-A3-B7-C6,950,50,681,319
M9-A11-B1-C2,884,116,847,153
M8-A10-B5-C8,887,113,751,249
M5-A6-B4-C7,972,28,510,490
M12-A4-B9-C1,984,16,943,57
M13-A7-B3-C10,614,386,534,466
M7-A11-B10-C11,549,451,538,462
M13-A9-B4-C4,970,30,941,59
M13-A4-B11-C12,991,9,987,13
M12-A5-B7-C4,925,75,363,637
M3-A7-B5-C7,591,409,368,632
M5-A11-B3-C12,360,640,298,702
M3-A8-B8-C12,870,130,681,319
M10-A11-B7-C3,876,124,431,569
M2-A10-B6-C12,944,56,511,489
M8-A4-B6-C3,789,211,630,370
M5-A9-B11-C6,937,63,454,546
M8-A4-B8-C12,946,54,921,79
M6-A4-B8-C11,991,9,514,486
M13-A1-B9-C11,265,735,81,919
M2-A4-B5-C9,630,370,454,546
M10-A8-B2-C6,399,601,337,663
M13-A5-B11-C7,696,304,536,464
M1-A5-B3-C9,807,193,757,243
M7-A7-B7-C11,887,113,865,135
M13-A2-B10-C3,885,115,805,195
M2-A5-B10-C10,986,14,706,294
M7-A6-B2-C11,765,235,279,721
M3-A5-B11-C4,718,282,113,887
M3-A10-B2-C2,943,57,87,913
M12-A11-B1-C10,141,859,35,965
M4-A8-B9-C1,942,58,397,603
M13-A11-B6-C12,874,126,811,189
M9-A6-B5-C3,959,41,951,49
M1-A6-B11-C5,937,63,245,755
M5-A5-B9-C10,580,420,82,918
M7-A7-B5-C12,824,176,804,196
M10-A2-B1-C4,943,57,839,161
M8-A3-B7-C4,838,162,261,739
M5-A5-B10-C5,707,293,49,951
M12-A8-B7-C1,995,5,941,59
M7-A6-B10-C10,594,406,44,956
M11-A3-B6-C6,984,16,960,40
M2-A6-B1-C6,972,28,695,305
M11-A2-B4-C6,488,512,42,958
M2-A1-B5-C11,815,185,572,428
M11-A5-B7-C12,688,312,631,369
M1-A3-B7-C1,749,251,243,757
M1-A11-B3-C4,980,20,365,635
M9-A7-B1-C7,760,240,632,368
M11-A4-B7-C7,774,226,758,242
M7-A4-B3-C5,786,214,337,663
M2-A10-B4-C12,868,132,841,159
M6-A5-B9-C8,788,212,734,266
M5-A4-B8-C6,879,121,623,377
M3-A6-B1-C10,925,75,748,252
M6-A10-B7-C10,997,3,980,20
M11-A3-B7-C5,580,420,159,841
M5-A4-B1-C5,743,257,327,673
M8-A1-B10-C2,834,166,293,707
M5-A10-B1-C1,937,63,918,82
M9-A7-B8-C3,943,57,934,66
M3-A11-B3-C4,984,16,971,29
M10-A3-B9-C7,424,576,155,845
M12-A10-B1-C7,979,21,832,168
M13-A6-B1-C11,963,37,48,952
M13-A3-B6-C9,987,13,880,120
M7-A3-B11-C8,403,597,107,893
M13-A6-B4-C10,904,96,858,142
M12-A4-B3-C6,597,403,503,497
M2-A3-B3-C5,841,159,702,298
M13-A1-B9-C1,797,203,505,495
M5-A2-B3-C9,503,497,286,714
M13-A10-B7-C5,613,387,374,626
M8-A10-B9-C2,926,74,902,98
M13-A10-B10-C11,736,264,307,693
M8-A8-B5-C3,622,378,555,445
M11-A8-B3-C11,976,24,85,915
M3-A1-B11-C2,763,237,621,379
M12-A2-B2-C11,635,365,554,446
M4-A9-B7-C7,685,315,585,415
M13-A11-B4-C8,730,270,532,468
M10-A5-B4-C8,622,378,590,410
M11-A1-B6-C5,736,264,123,877
M2-A6-B9-C1,998,2,997,3
M4-A5-B1-C1,612,388,431,569
M9-A1-B11-C11,547,453,378,622
M12-A7-B7-C11,340,660,49,951
M5-A2-B4-C5,893,107,888,112
M12-A1-B1-C2,295,705,134,866
M6-A7-B7-C1,318,682,317,683
M3-A6-B8-C6,822,178,161,839
M9-A8-B7-C2,887,113,417,583
M2-A2-B4-C9,423,577,282,718
M5-A6-B3-C6,927,73,710,290
M3-A1-B10-C1,766,234,365,635
M10-A2-B6-C7,696,304,498,502
M1-A4-B11-C7,969,31,943,57
M6-A4-B3-C4,128,872,24,976
M5-A11-B5-C9,916,84,108,892
M12-A11-B9-C8,983,17,896,104
M11-A7-B4-C9,861,139,794,206
M3-A1-B1-C7,735,265,288,712
M7-A3-B4-C11,634,366,455,545
M2-A10-B8-C7,802,198,455,545
M2-A3-B9-C4,961,39,940,60
M12-A6-B4-C6,975,25,470,530
M13-A10-B11-C3,827,173,776,224
M9-A3-B11-C7,585,415,459,541
M6-A1-B2-C6,957,43,205,795
M11-A11-B5-C12,553,447,63,937
M9-A3-B4-C9,632,368,157,843
M8-A9-B11-C5,837,163,700,300
M11-A7-B3-C10,464,536,414,586
M2-A4-B5-C5,772,228,662,338
M8-A11-B6-C8,981,19,493,507
M6-A8-B6-C8,901,99,850,150
M1-A11-B10-C1,962,38,587,413
M1-A8-B11-C8,990,10,971,29
M10-A1-B3-C11,617,383,428,572
M8-A6-B2-C11,849,151,649,351
M1-A7-B11-C12,712,288,640,360
M4-A3-B4-C9,548,452,328,672
M11-A3-B9-C7,753,247,708,292
M7-A4-B7-C3,962,38,828,172
M4-A5-B3-C5,614,386,225,775
M6-A2-B10-C9,948,52,947,53
M8-A2-B7-C7,870,130,709,291
M1-A1-B1-C10,978,22,773,227
